"","id","X.1","X","No.","year","month","day","newsection","landmark","treatment","pulse","fl","matureall","maturesex.x","No","cohort","cohortsureness","maturesex.y","geneticsex","difference","sex","distance","cluster"
"192","0RGY",331,335,4970,2017,10,12,"E1",409,"early ",0,144,1,"male",21,2016,1,"male","male","0","male",90,"2nd"
"193","0RPB",332,336,1862,2016,5,25,"L1",438,"late",0,64,-1,"nonbreeding",588,2016,1,NA,NA,"nd","nd",380,"3rd"
"194","0RPD",333,337,2844,2016,10,10,"L1",437,"late",1,79,0,"non",1494,2016,1,NA,"pseudo","nd","nd",370,"2nd"
"195","0RPD",334,338,1857,2016,5,25,"L1",437,"late",0,75,-1,"nonbreeding",1494,2016,1,NA,"pseudo","nd","nd",370,"2nd"
"196","0RPD",335,339,4336,2017,7,28,"L1",438,"late",0,130,-1,"nonbreeding",1494,2016,1,NA,"pseudo","nd","nd",380,"2nd"
"197","0RPG",336,340,1844,2016,5,25,"L1",433,"late",0,63,-1,"nonbreeding",589,2016,1,NA,NA,"nd","nd",330,"3rd"
"198","0RPP",337,341,1861,2016,5,25,"L1",438,"late",0,67,-1,"nonbreeding",590,2016,1,NA,NA,"nd","nd",380,"2nd"
"199","0RPR",338,342,3874,2017,5,24,"L1",432,"late",0,118,-1,"nonbreeding",591,2016,1,NA,"male","nd","nd",320,"2nd"
"200","0RPR",339,343,4658,2017,10,10,"L1",432,"late",1,143,0,"non",591,2016,1,NA,"male","nd","nd",320,"2nd"
"201","0RPR",340,344,1840,2016,5,25,"L1",432,"late",0,61,-1,"nonbreeding",591,2016,1,NA,"male","nd","nd",320,"2nd"
"202","0RPR",341,345,3552,2017,3,29,"L1",NA,"late",0,104,-1,"nonbreeding",591,2016,1,NA,"male","nd","nd",NA,"2nd"
"203","0RPR",342,346,4309,2017,7,28,"L1",432,"late",0,121,-1,"nonbreeding",591,2016,1,NA,"male","nd","nd",320,"2nd"
"204","0RPY",343,347,4316,2017,7,28,"L1",433,"late",0,123,-1,"nonbreeding",2,2016,1,"female","female","0","female",330,"2nd"
"205","0RPY",344,348,4654,2017,10,10,"L1",432,"late",1,143,1,"female",2,2016,1,"female","female","0","female",320,"2nd"
"206","0RPY",345,349,2843,2016,10,10,"L1",436,"late",1,91,0,"non",2,2016,1,"female","female","0","female",360,"2nd"
"207","0RPY",346,350,3881,2017,5,24,"L1",433,"late",0,122,-1,"nonbreeding",2,2016,1,"female","female","0","female",330,"2nd"
"208","0RPY",347,351,2355,2016,8,16,"L1",436,"late",0,73,-1,"nonbreeding",2,2016,1,"female","female","0","female",360,"2nd"
"209","0RPY",348,352,1850,2016,5,25,"L1",435,"late",0,66,-1,"nonbreeding",2,2016,1,"female","female","0","female",350,"2nd"
"210","0RRB",349,353,3236,2017,3,18,"E1",408,"early ",0,95,-1,"nonbreeding",592,2016,1,NA,"female","nd","female",80,"2nd"
"211","0RRB",350,354,4935,2017,10,12,"E1",405.5,"early ",0,130,0,"non",592,2016,1,NA,"female","nd","female",55,"2nd"
"212","0RRB",351,355,4230,2017,7,27,"E1",406,"early ",1,127,-1,"nonbreeding",592,2016,1,NA,"female","nd","female",60,"2nd"
"213","0RRB",352,356,1778,2016,5,24,"E2",410,"early ",0,64,-1,"nonbreeding",592,2016,1,NA,"female","nd","female",100,"2nd"
"214","0RRB",353,357,3964,2017,5,25,"E1",408,"early ",0,115,-1,"nonbreeding",592,2016,1,NA,"female","nd","female",80,"2nd"
"215","0RRD",354,358,1758,2016,5,24,"E1",406,"early ",0,66,-1,"nonbreeding",1495,2016,1,NA,"pseudo","nd","nd",60,"2nd"
"216","0RRD",355,359,2553,2016,8,17,"E1",406,"early ",1,83,-1,"nonbreeding",1495,2016,1,NA,"pseudo","nd","nd",60,"2nd"
"217","0RRG",356,360,1734,2016,5,24,"E1",404,"early ",0,57,-1,"nonbreeding",593,2016,1,NA,NA,"nd","nd",40,"3rd"
"218","0RRP",357,361,1774,2016,5,24,"E1",409,"early ",0,64,-1,"nonbreeding",594,2016,1,"male",NA,"nd","male",90,"3rd"
"219","0RRR",358,362,4927,2017,10,12,"E1",404,"early ",0,162,1,"female",49,2016,1,"female","pseudo","1","female",40,"1st"
"220","0RRR",359,363,2926,2016,10,11,"E1",404,"early ",0,106,0,"non",49,2016,1,"female","pseudo","1","female",40,"1st"
"221","0RRR",360,364,1732,2016,5,24,"E1",404,"early ",0,69,-1,"nonbreeding",49,2016,1,"female","pseudo","1","female",40,"1st"
"222","0RRR",361,365,4213,2017,7,27,"E1",404,"early ",1,159,-1,"nonbreeding",49,2016,1,"female","pseudo","1","female",40,"1st"
"223","0RRR",362,366,3948,2017,5,25,"E1",404,"early ",0,140,-1,"nonbreeding",49,2016,1,"female","pseudo","1","female",40,"1st"
"224","0RRY",363,367,3232,2017,3,18,"E1",404,"early ",0,101,-1,"nonbreeding",73,2016,1,NA,"female","nd","female",40,"2nd"
"225","0RRY",364,368,2917,2016,10,11,"E1",404,"early ",0,90,0,"non",73,2016,1,NA,"female","nd","female",40,"2nd"
"226","0RRY",365,369,2546,2016,8,17,"E1",404,"early ",1,78,-1,"nonbreeding",73,2016,1,NA,"female","nd","female",40,"2nd"
"227","0RRY",366,370,1735,2016,5,24,"E1",404,"early ",0,61,-1,"nonbreeding",73,2016,1,NA,"female","nd","female",40,"2nd"
"228","0RYB",367,371,3859,2017,5,24,"E2",419,"early ",0,102,-1,"nonbreeding",143,2016,1,NA,"male","nd","nd",190,"2nd"
"229","0RYB",368,372,1824,2016,5,24,"E2",423,"early ",0,68,-1,"nonbreeding",143,2016,1,NA,"male","nd","nd",230,"2nd"
"230","0RYB",369,373,3195,2016,10,13,"E2",423,"early ",0,77,0,"non",143,2016,1,NA,"male","nd","nd",230,"2nd"
"231","0RYB",370,374,2512,2016,8,17,"E2",423,"early ",1,77,-1,"nonbreeding",143,2016,1,NA,"male","nd","nd",230,"2nd"
"232","0RYB",371,375,4976,2017,10,12,"E2",417.5,"early ",0,122,0,"non",143,2016,1,NA,"male","nd","nd",175,"2nd"
"233","0RYD",372,376,1813,2016,5,24,"E2",420,"early ",0,57,-1,"nonbreeding",595,2016,1,NA,"male","nd","nd",200,"3rd"
"234","0RYD",373,377,4986,2017,10,12,"E2",421,"early ",0,118,0,"non",595,2016,1,NA,"male","nd","nd",210,"3rd"
"235","0RYD",374,378,4294,2017,7,28,"E2",421,"early ",1,116,-1,"nonbreeding",595,2016,1,NA,"male","nd","nd",210,"3rd"
"236","0RYG",375,379,2491,2016,8,17,"E2",420,"early ",1,90,-1,"nonbreeding",74,2016,1,NA,"female","nd","female",200,"2nd"
"237","0RYG",376,380,3174,2016,10,13,"E2",419,"early ",0,95,0,"non",74,2016,1,NA,"female","nd","female",190,"2nd"
"238","0RYG",377,381,1811,2016,5,24,"E2",420,"early ",0,71,-1,"nonbreeding",74,2016,1,NA,"female","nd","female",200,"2nd"
"239","0RYR",381,385,1805,2016,5,24,"E2",419,"early ",0,58,-1,"nonbreeding",75,2016,1,NA,"female","nd","female",190,"3rd"
"240","0RYR",382,386,2487,2016,8,17,"E2",419,"early ",1,69,-1,"nonbreeding",75,2016,1,NA,"female","nd","female",190,"3rd"
"241","0RYY",383,387,1812,2016,5,24,"E2",420,"early ",0,70,-1,"nonbreeding",144,2016,1,NA,"male","nd","nd",200,"1st"
"242","0RYY",384,388,3255,2017,3,18,"E2",420,"early ",0,130,-1,"nonbreeding",144,2016,1,NA,"male","nd","nd",200,"1st"
"243","0RYY",385,389,3858,2017,5,24,"E2",419,"early ",0,151,-1,"nonbreeding",144,2016,1,NA,"male","nd","nd",190,"1st"
"244","0RYY",386,390,2489,2016,8,17,"E2",420,"early ",1,110,-1,"nonbreeding",144,2016,1,NA,"male","nd","nd",200,"1st"
"245","0YBD",387,391,2377,2016,8,16,"L3",474,"late",0,63,-1,"nonbreeding",597,2016,1,NA,NA,"nd","nd",740,"3rd"
"246","0YBG",388,392,2366,2016,8,16,"L3",473,"late",0,67,-1,"nonbreeding",598,2016,1,NA,NA,"nd","nd",730,"3rd"
"247","0YBR",389,393,2890,2016,10,10,"L2",452,"late",1,72,0,"non",145,2016,1,NA,"male","nd","nd",520,"3rd"
"248","0YBR",390,395,2300,2016,8,15,"L2",447,"late",0,66,-1,"nonbreeding",145,2016,1,NA,"male","nd","nd",470,"3rd"
"249","0YBY",391,396,4802,2017,10,11,"L3",479,"late",1,87,0,"non",599,2016,1,NA,"male","nd","nd",790,"3rd"
"250","0YBY",392,397,2376,2016,8,16,"L3",474,"late",0,56,-1,"nonbreeding",599,2016,1,NA,"male","nd","nd",740,"3rd"
"251","0YBY",393,398,4079,2017,5,26,"L3",476,"late",0,82,-1,"nonbreeding",599,2016,1,NA,"male","nd","nd",760,"3rd"
"252","0YBY",394,399,4597,2017,7,31,"L3",476.5,"late",0,83,-1,"nonbreeding",599,2016,1,NA,"male","nd","nd",765,"3rd"
"253","0YDB",395,400,2461,2016,8,17,"E3",530,"early ",1,82,-1,"nonbreeding",59,2016,1,"male","pseudo","1","male",1300,"1st"
"254","0YDB",396,401,4548,2017,7,30,"E3",522,"early ",1,162,-1,"nonbreeding",59,2016,1,"male","pseudo","1","male",1220,"1st"
"255","0YDB",397,402,3912,2017,5,25,"E3",523,"early ",0,143,-1,"nonbreeding",59,2016,1,"male","pseudo","1","male",1230,"1st"
"256","0YDB",398,403,2163,2016,5,29,"E3",530,"early ",0,60,-1,"nonbreeding",59,2016,1,"male","pseudo","1","male",1300,"1st"
"257","0YDB",399,404,5071,2017,10,13,"E3",525,"early ",0,168,1,"male",59,2016,1,"male","pseudo","1","male",1250,"1st"
"258","0YDD",400,405,2138,2016,5,28,"C3",509,"control",0,95,-1,"nonbreeding",600,2016,1,NA,NA,"nd","nd",1090,"1st"
"259","0YDG",401,406,3098,2016,10,12,"C3",508,"control",0,114,0,"non",76,2016,1,NA,"female","nd","female",1080,"1st"
"260","0YDG",402,407,2129,2016,5,28,"C3",508,"control",0,79,-1,"nonbreeding",76,2016,1,NA,"female","nd","female",1080,"1st"
"261","0YDP",403,408,2455,2016,8,17,"E3",528,"early ",1,77,-1,"nonbreeding",1496,2016,1,NA,"pseudo","nd","nd",1280,"2nd"
"262","0YDP",404,409,2156,2016,5,29,"E3",527,"early ",0,68,-1,"nonbreeding",1496,2016,1,NA,"pseudo","nd","nd",1270,"2nd"
"263","0YDR",405,410,3091,2016,10,12,"C3",507,"control",0,101,0,"non",3,2016,1,"female","female","0","female",1070,"1st"
"264","0YDR",406,411,4883,2017,10,11,"C3",507,"control",0,163,1,"female",3,2016,1,"female","female","0","female",1070,"1st"
"265","0YDR",407,412,2123,2016,5,28,"C3",507,"control",0,83,-1,"nonbreeding",3,2016,1,"female","female","0","female",1070,"1st"
"266","0YDY",408,413,2130,2016,5,28,"C3",508,"control",0,70,-1,"nonbreeding",77,2016,1,NA,"female","nd","female",1080,"2nd"
"267","0YDY",409,414,3097,2016,10,12,"C3",508,"control",0,95,0,"non",77,2016,1,NA,"female","nd","female",1080,"2nd"
"268","0YGB",410,415,2100,2016,5,28,"C3",502,"control",0,78,-1,"nonbreeding",601,2016,1,NA,NA,"nd","nd",1020,"1st"
"269","0YGD",411,416,2092,2016,5,28,"C2",500,"control",0,75,-1,"nonbreeding",602,2016,1,NA,NA,"nd","nd",1000,"2nd"
"270","0YGG",412,417,3079,2016,10,12,"C2",500,"control",0,81,0,"non",1497,2016,1,"female","pseudo","1","female",1000,"2nd"
"271","0YGG",413,418,2084,2016,5,28,"C2",499,"control",0,74,-1,"nonbreeding",1497,2016,1,"female","pseudo","1","female",990,"2nd"
"272","0YGG",414,419,4870,2017,10,11,"C2",500,"control",0,110,0,"non",1497,2016,1,"female","pseudo","1","female",1000,"2nd"
"273","0YGP",415,420,4517,2017,7,30,"C3",504,"control",0,133,-1,"nonbreeding",4,2016,1,"female","female","0","female",1040,"2nd"
"274","0YGP",416,421,3380,2017,3,20,"C3",505,"control",0,111,-1,"nonbreeding",4,2016,1,"female","female","0","female",1050,"2nd"
"275","0YGP",417,422,3086,2016,10,12,"C3",503,"control",0,97,0,"non",4,2016,1,"female","female","0","female",1030,"2nd"
"276","0YGP",418,423,2099,2016,5,28,"C3",502,"control",0,70,-1,"nonbreeding",4,2016,1,"female","female","0","female",1020,"2nd"
"277","0YGP",419,424,4880,2017,10,11,"C3",504,"control",0,133,1,"female",4,2016,1,"female","female","0","female",1040,"2nd"
"278","0YGR",420,425,2083,2016,5,28,"C2",499,"control",0,79,-1,"nonbreeding",603,2016,1,NA,NA,"nd","nd",990,"1st"
"279","0YGY",421,426,2091,2016,5,28,"C2",500,"control",0,73,-1,"nonbreeding",604,2016,1,NA,NA,"nd","nd",1000,"2nd"
"280","0YPB",422,427,2676,2016,8,18,"C2",500,"control",0,73,-1,"nonbreeding",605,2016,1,NA,NA,"nd","nd",1000,"3rd"
"281","0YPB",423,428,3364,2017,3,20,"C2",500,"control",0,77,-1,"nonbreeding",605,2016,1,NA,NA,"nd","nd",1000,"3rd"
"282","0YPB",424,429,4024,2017,5,26,"C2",500,"control",0,95,-1,"nonbreeding",605,2016,1,NA,NA,"nd","nd",1000,"3rd"
"283","0YPD",425,430,3240,2017,3,18,"E1",408,"early ",0,76,-1,"nonbreeding",5,2016,1,"female","female","0","female",80,"3rd"
"284","0YPD",426,431,2925,2016,10,11,"E1",404,"early ",0,74,0,"non",5,2016,1,"female","female","0","female",40,"3rd"
"285","0YPD",427,432,4909,2017,10,12,"E1",403,"early ",0,121,1,"female",5,2016,1,"female","female","0","female",30,"3rd"
"286","0YPD",428,433,4197,2017,7,27,"E1",402,"early ",1,118,-1,"nonbreeding",5,2016,1,"female","female","0","female",20,"3rd"
"287","0YPD",429,434,2547,2016,8,17,"E1",404,"early ",1,68,-1,"nonbreeding",5,2016,1,"female","female","0","female",40,"3rd"
"288","0YPG",430,435,2485,2016,8,17,"E2",419,"early ",1,64,-1,"nonbreeding",606,2016,1,NA,NA,"nd","nd",190,"3rd"
"289","0YPP",431,436,2935,2016,10,11,"E1",409,"early ",0,86,0,"non",78,2016,1,NA,"female","nd","female",90,"2nd"
"290","0YPP",432,437,2558,2016,8,17,"E1",407,"early ",1,71,-1,"nonbreeding",78,2016,1,NA,"female","nd","female",70,"2nd"
"291","0YPR",433,438,4830,2017,10,11,"L3",488,"late",1,126,0,"non",607,2016,1,NA,"male","nd","nd",880,"3rd"
"292","0YPR",434,439,2433,2016,8,16,"L3",488,"late",0,65,-1,"nonbreeding",607,2016,1,NA,"male","nd","nd",880,"3rd"
"293","0YPY",435,440,2495,2016,8,17,"E2",420,"early ",1,68,-1,"nonbreeding",608,2016,1,NA,NA,"nd","nd",200,"2nd"
"294","0YPY",436,441,3866,2017,5,24,"E2",420,"early ",0,112,-1,"nonbreeding",608,2016,1,NA,NA,"nd","nd",200,"2nd"
"295","0YPY",437,442,4288,2017,7,28,"E2",419,"early ",1,147,-1,"nonbreeding",608,2016,1,NA,NA,"nd","nd",190,"2nd"
"296","0YPY",438,443,3259,2017,3,18,"E2",420,"early ",0,83,-1,"nonbreeding",608,2016,1,NA,NA,"nd","nd",200,"2nd"
"297","0YRB",439,444,4869,2017,10,11,"C2",500,"control",0,142,0,"non",146,2016,1,NA,"male","nd","nd",1000,"1st"
"298","0YRB",440,445,2082,2016,5,28,"C2",499,"control",0,77,-1,"nonbreeding",146,2016,1,NA,"male","nd","nd",990,"1st"
"299","0YRB",441,446,3082,2016,10,12,"C2",500,"control",0,88,0,"non",146,2016,1,NA,"male","nd","nd",1000,"1st"
"300","0YRB",442,447,4497,2017,7,30,"C2",500,"control",0,143,-1,"nonbreeding",146,2016,1,NA,"male","nd","nd",1000,"1st"
"301","0YRB",443,448,4027,2017,5,26,"C2",501,"control",0,137,-1,"nonbreeding",146,2016,1,NA,"male","nd","nd",1010,"1st"
"302","0YRD",444,449,2077,2016,5,28,"C2",498,"control",0,69,-1,"nonbreeding",147,2016,1,NA,"pseudo","nd","nd",980,"2nd"
"303","0YRD",445,450,3066,2016,10,12,"C2",499,"control",0,84,0,"non",147,2016,1,NA,"pseudo","nd","nd",990,"2nd"
"304","0YRD",446,451,2634,2016,8,18,"C2",499,"control",0,77,-1,"nonbreeding",147,2016,1,NA,"pseudo","nd","nd",990,"2nd"
"305","0YRG",447,452,3352,2017,3,20,"C2",497,"control",0,91,-1,"nonbreeding",148,2016,1,NA,"male","nd","nd",970,"2nd"
"306","0YRG",448,453,3057,2016,10,12,"C2",497,"control",0,85,0,"non",148,2016,1,NA,"male","nd","nd",970,"2nd"
"307","0YRG",449,454,4010,2017,5,26,"C2",497,"control",0,109,-1,"nonbreeding",148,2016,1,NA,"male","nd","nd",970,"2nd"
"308","0YRG",450,455,4487,2017,7,30,"C2",497.5,"control",0,113,-1,"nonbreeding",148,2016,1,NA,"male","nd","nd",975,"2nd"
"309","0YRG",451,456,4860,2017,10,11,"C2",497,"control",0,114,0,"non",148,2016,1,NA,"male","nd","nd",970,"2nd"
"310","0YRG",452,457,2075,2016,5,28,"C2",497,"control",0,78,-1,"nonbreeding",148,2016,1,NA,"male","nd","nd",970,"2nd"
"311","0YRP",453,458,2078,2016,5,28,"C2",498,"control",0,81,-1,"nonbreeding",609,2016,1,NA,NA,"nd","nd",980,"1st"
"312","0YRR",454,459,2072,2016,5,28,"C2",496,"control",0,75,-1,"nonbreeding",50,2016,1,"female","female","0","female",960,"1st"
"313","0YRR",455,460,3353,2017,3,20,"C2",497,"control",0,110,-1,"nonbreeding",50,2016,1,"female","female","0","female",970,"1st"
"314","0YRR",456,461,4857,2017,10,11,"C2",496,"control",0,145,1,"female",50,2016,1,"female","female","0","female",960,"1st"
"315","0YRR",457,462,4008,2017,5,26,"C2",496,"control",0,132,-1,"nonbreeding",50,2016,1,"female","female","0","female",960,"1st"
"316","0YRR",458,463,3055,2016,10,12,"C2",496,"control",0,94,0,"non",50,2016,1,"female","female","0","female",960,"1st"
"317","0YRY",459,464,4490,2017,7,30,"C2",499,"control",0,149,-1,"nonbreeding",79,2016,1,NA,"female","nd","female",990,"1st"
"318","0YRY",460,465,2631,2016,8,18,"C2",498,"control",0,88,-1,"nonbreeding",79,2016,1,NA,"female","nd","female",980,"1st"
"319","0YRY",461,466,3063,2016,10,12,"C2",498,"control",0,95,0,"non",79,2016,1,NA,"female","nd","female",980,"1st"
"320","0YRY",462,467,2076,2016,5,28,"C2",498,"control",0,81,-1,"nonbreeding",79,2016,1,NA,"female","nd","female",980,"1st"
"321","0YRY",463,468,4015,2017,5,26,"C2",499,"control",0,153,-1,"nonbreeding",79,2016,1,NA,"female","nd","female",990,"1st"
"322","0YRY",464,469,3358,2017,3,20,"C2",499,"control",0,117,-1,"nonbreeding",79,2016,1,NA,"female","nd","female",990,"1st"
"323","0YYB",465,470,3092,2016,10,12,"C3",507,"control",0,90,0,"non",80,2016,1,NA,"female","nd","female",1070,"2nd"
"324","0YYB",466,471,2122,2016,5,28,"C3",507,"control",0,75,-1,"nonbreeding",80,2016,1,NA,"female","nd","female",1070,"2nd"
"325","0YYB",467,472,3383,2017,3,20,"C3",507,"control",0,111,-1,"nonbreeding",80,2016,1,NA,"female","nd","female",1070,"2nd"
"326","0YYB",468,473,2647,2016,8,18,"C3",507,"control",0,83,-1,"nonbreeding",80,2016,1,NA,"female","nd","female",1070,"2nd"
"327","0YYD",469,474,4038,2017,5,26,"C3",506,"control",0,160,-1,"nonbreeding",6,2016,1,"female","female","0","female",1060,"1st"
"328","0YYD",470,475,2643,2016,8,18,"C3",504,"control",0,98,-1,"nonbreeding",6,2016,1,"female","female","0","female",1040,"1st"
"329","0YYD",471,476,3382,2017,3,20,"C3",506,"control",0,139,-1,"nonbreeding",6,2016,1,"female","female","0","female",1060,"1st"
"330","0YYD",472,477,4879,2017,10,11,"C3",504,"control",0,182,1,"female",6,2016,1,"female","female","0","female",1040,"1st"
"331","0YYD",473,478,2108,2016,5,28,"C3",504,"control",0,85,-1,"nonbreeding",6,2016,1,"female","female","0","female",1040,"1st"
"332","0YYG",474,480,2678,2016,8,18,"C3",503,"control",0,81,-1,"nonbreeding",81,2016,1,NA,"female","nd","female",1030,"2nd"
"333","0YYG",475,481,2105,2016,5,28,"C3",503,"control",0,71,-1,"nonbreeding",81,2016,1,NA,"female","nd","female",1030,"2nd"
"334","0YYG",476,482,3373,2017,3,20,"C3",502,"control",0,118,-1,"nonbreeding",81,2016,1,NA,"female","nd","female",1020,"2nd"
"335","0YYP",477,483,2115,2016,5,28,"C3",505,"control",0,71,-1,"nonbreeding",610,2016,1,"male","pseudo","1","male",1050,"2nd"
"336","0YYP",478,484,4515,2017,7,30,"C3",504,"control",0,134,-1,"nonbreeding",610,2016,1,"male","pseudo","1","male",1040,"2nd"
"337","0YYR",479,485,2102,2016,5,28,"C3",502,"control",0,64,-1,"nonbreeding",611,2016,1,NA,"pseudo","nd","nd",1020,"3rd"
"338","0YYR",480,486,3379,2017,3,20,"C3",505,"control",0,83,-1,"nonbreeding",611,2016,1,NA,"pseudo","nd","nd",1050,"3rd"
"339","0YYY",481,487,2107,2016,5,28,"C3",504,"control",0,68,-1,"nonbreeding",612,2016,1,NA,NA,"nd","nd",1040,"2nd"
"340","BBBB",482,488,2641,2016,8,18,"C3",503,"control",0,124,-1,"nonbreeding",149,2016,1,NA,"pseudo","nd","nd",1030,"1st"
"341","BBBB",483,489,2103,2016,5,28,"C3",503,"control",0,88,-1,"nonbreeding",149,2016,1,NA,"pseudo","nd","nd",1030,"1st"
"342","BPBB",486,498,3075,2016,10,12,"C2",500,"control",0,103,0,"non",83,2016,1,NA,"female","nd","female",1000,"1st"
"343","BPBB",487,499,4022,2017,5,26,"C2",500,"control",0,142,-1,"nonbreeding",83,2016,1,NA,"female","nd","female",1000,"1st"
"344","BPBB",488,500,2090,2016,5,28,"C2",500,"control",0,88,-1,"nonbreeding",83,2016,1,NA,"female","nd","female",1000,"1st"
"345","BPBB",489,501,2674,2016,8,18,"C2",500,"control",0,94,-1,"nonbreeding",83,2016,1,NA,"female","nd","female",1000,"1st"
"346","BPBP",490,502,2089,2016,5,28,"C2",500,"control",0,94,-1,"nonbreeding",150,2016,1,NA,"pseudo","nd","nd",1000,"1st"
"347","BPBP",491,503,2672,2016,8,18,"C2",500,"control",0,99,-1,"nonbreeding",150,2016,1,NA,"pseudo","nd","nd",1000,"1st"
"348","BPPPBB",495,507,2969,2016,10,11,"E2",414,"early ",0,146,1,"male",310,2016,1,"male",NA,"nd","male",140,"1st"
"349","BPPPBB",496,508,4248,2017,7,27,"E1",409,"early ",1,165,-1,"nonbreeding",310,2016,1,"male",NA,"nd","male",90,"1st"
"350","BPPPBB",497,509,4961,2017,10,12,"E1",409,"early ",0,166,1,"male",310,2016,1,"male",NA,"nd","male",90,"1st"
"351","BPPPBB",498,510,3988,2017,5,25,"E1",409,"early ",0,159,-1,"nonbreeding",310,2016,1,"male",NA,"nd","male",90,"1st"
"352","BPPPPB",504,516,4257,2017,7,28,"E2",410,"early ",1,128,-1,"nonbreeding",619,2016,1,NA,NA,"nd","nd",100,"2nd"
"353","BPPPPB",505,517,3301,2017,3,19,"E2",412,"early ",0,87,-1,"nonbreeding",619,2016,1,NA,NA,"nd","nd",120,"2nd"
"354","BPPPPB",506,518,2964,2016,10,11,"E2",412,"early ",0,83,0,"non",619,2016,1,NA,NA,"nd","nd",120,"2nd"
"355","BPPPPP",507,519,2962,2016,10,11,"E2",412,"early ",0,98,0,"non",620,2016,1,NA,NA,"nd","nd",120,"1st"
"356","PBBB",629,641,2624,2016,8,18,"C2",494,"control",0,83,-1,"nonbreeding",84,2016,1,NA,"female","nd","female",940,"2nd"
"357","PBBB",630,642,4842,2017,10,11,"C2",494,"control",0,133,0,"non",84,2016,1,NA,"female","nd","female",940,"2nd"
"358","PBBB",631,643,2063,2016,5,28,"C2",494,"control",0,82,-1,"nonbreeding",84,2016,1,NA,"female","nd","female",940,"2nd"
"359","PBBB",632,644,3047,2016,10,12,"C2",494,"control",0,86,0,"non",84,2016,1,NA,"female","nd","female",940,"2nd"
"360","PBBB",633,645,3993,2017,5,26,"C2",493,"control",0,120,-1,"nonbreeding",84,2016,1,NA,"female","nd","female",930,"2nd"
"361","PBBP",644,656,4849,2017,10,11,"C2",494,"control",0,139,0,"non",682,2016,1,NA,"female","nd","female",940,"1st"
"362","PBBP",645,657,4481,2017,7,30,"C2",494,"control",0,138,-1,"nonbreeding",682,2016,1,NA,"female","nd","female",940,"1st"
"363","PBBP",646,658,2060,2016,5,28,"C2",493,"control",0,89,-1,"nonbreeding",682,2016,1,NA,"female","nd","female",930,"1st"
"364","PBBP",647,659,4003,2017,5,26,"C2",494,"control",0,139,-1,"nonbreeding",682,2016,1,NA,"female","nd","female",940,"1st"
"365","PBPB",656,670,2615,2016,8,18,"C2",492,"control",0,94,-1,"nonbreeding",1502,2016,1,NA,"male","nd","nd",920,"1st"
"366","PBPB",657,671,4176,2017,5,27,"C1",468,"control",0,120,-1,"nonbreeding",1502,2016,1,NA,"male","nd","nd",680,"1st"
"367","PBPB",658,672,2054,2016,5,28,"C2",492,"control",0,90,-1,"nonbreeding",1502,2016,1,NA,"male","nd","nd",920,"1st"
"368","PBPB",659,673,5046,2017,10,13,"C1",468,"control",0,133,0,"non",1502,2016,1,NA,"male","nd","nd",680,"1st"
"369","PBPB",660,674,3042,2016,10,12,"C2",494,"control",0,96,0,"non",1502,2016,1,NA,"male","nd","nd",940,"1st"
"370","PBPB",661,675,4443,2017,7,29,"C1",468,"control",0,124,-1,"nonbreeding",1502,2016,1,NA,"male","nd","nd",680,"1st"
"371","PBPP",671,685,2438,2016,8,16,"L3",489,"late",0,101,-1,"nonbreeding",85,2016,1,NA,"pseudo","nd","nd",890,"1st"
"372","PBPP",672,686,2048,2016,5,27,"L3",489,"late",0,84,-1,"nonbreeding",85,2016,1,NA,"pseudo","nd","nd",890,"1st"
"373","PBPP",673,687,4613,2017,7,31,"L3",481,"late",0,153,-1,"nonbreeding",85,2016,1,NA,"pseudo","nd","nd",810,"1st"
"374","PBPP",674,688,3028,2016,10,11,"L3",489,"late",1,112,0,"non",85,2016,1,NA,"pseudo","nd","nd",890,"1st"
"375","PBPP",675,689,3630,2017,3,29,"L3",489,"late",0,125,-1,"nonbreeding",85,2016,1,NA,"pseudo","nd","nd",890,"1st"
"376","PBPPBB",676,690,2443,2016,8,17,"E3",522,"early ",1,110,-1,"nonbreeding",26,2016,1,"male","male","0","male",1220,"1st"
"377","PBPPBB",677,691,2145,2016,5,29,"E3",523,"early ",0,91,-1,"nonbreeding",26,2016,1,"male","male","0","male",1230,"1st"
"378","PBPPBB",678,692,2803,2016,10,10,"E3",523,"early ",0,116,1,"male",26,2016,1,"male","male","0","male",1230,"1st"
"379","PBPPPB",683,697,2471,2016,8,17,"E3",525,"early ",1,101,-1,"nonbreeding",86,2016,1,NA,"female","nd","female",1250,"1st"
"380","PBPPPB",684,698,2139,2016,5,29,"E3",521,"early ",0,87,-1,"nonbreeding",86,2016,1,NA,"female","nd","female",1210,"1st"
"381","PBPPPB",685,699,3913,2017,5,25,"E3",525,"early ",0,146,-1,"nonbreeding",86,2016,1,NA,"female","nd","female",1250,"1st"
"382","PBPPPB",686,700,2806,2016,10,10,"E3",525,"early ",0,102,0,"non",86,2016,1,NA,"female","nd","female",1250,"1st"
"383","PBPPPB",687,701,4552,2017,7,30,"E3",525,"early ",1,170,-1,"nonbreeding",86,2016,1,NA,"female","nd","female",1250,"1st"
"384","PPBPBP",704,718,2128,2016,5,28,"C3",508,"control",0,89,-1,"nonbreeding",87,2016,1,NA,"female","nd","female",1080,"1st"
"385","PPBPBP",705,719,2653,2016,8,18,"C3",508,"control",0,100,-1,"nonbreeding",87,2016,1,NA,"female","nd","female",1080,"1st"
